delivery_id,order_id,delivery_person_id,delivery_status,distance,delivery_time,estimated_time,delivery_fee,vehicle_type,delay_minutes,sla_breach_flag,distance_tier
1295,628,331,Cancelled,14.14,35,69,44.04,Scooter,0,Within SLA,Medium Distance
1296,1463,491,On the way,36.83,34,56,36.4,Motorcycle,0,Within SLA,Long Distance
1297,1357,91,On the way,20.73,18,55,37.34,Bike,0,Within SLA,Long Distance
1298,1213,464,Delivered,42.95,55,60,20.51,Electric Bike,0,Within SLA,Long Distance
1299,24,481,Pending,1.37,25,31,27.67,Electric Bike,0,Within SLA,Short Distance
1300,620,120,Pending,21.35,35,24,28.73,Motorcycle,11,Breached,Long Distance
1301,1360,45,Pending,6.79,58,22,37.24,Motorcycle,36,Breached,Medium Distance
1302,321,80,On the way,23.28,34,35,43.1,Electric Scooter,0,Within SLA,Long Distance
1303,919,122,On the way,15.4,45,36,47.76,Electric Scooter,9,Breached,Medium Distance
1304,206,124,Cancelled,39.97,42,51,1.98,Bike,0,Within SLA,Long Distance
1305,591,436,Cancelled,27.59,43,29,48.59,Motorcycle,14,Breached,Long Distance
1306,1024,44,On the way,8.27,18,42,49.71,Bike,0,Within SLA,Medium Distance
1307,816,177,On the way,2.16,23,34,3.42,Bike,0,Within SLA,Short Distance
1308,1191,216,Delivered,33.2,19,28,3.53,Electric Scooter,0,Within SLA,Long Distance
1309,1420,273,Cancelled,11.31,60,60,13.44,Scooter,0,Within SLA,Medium Distance
1310,745,254,Delivered,22.64,41,34,44.61,Moped,7,Breached,Long Distance
1311,675,225,Pending,30.27,31,25,49.8,Electric Bike,6,Breached,Long Distance
1312,980,237,On the way,32.14,45,33,14.77,Moped,12,Breached,Long Distance
1313,517,123,Pending,6.88,30,57,14.91,Electric Bike,0,Within SLA,Medium Distance
1314,1053,393,Pending,42.28,37,30,42.57,Electric Scooter,7,Breached,Long Distance
1315,251,383,Cancelled,34.54,38,41,30.73,Electric Scooter,0,Within SLA,Long Distance
1316,1024,268,On the way,12.9,58,55,35.14,Electric Bike,3,Within SLA,Medium Distance
1317,1266,306,Pending,12.99,26,31,26.32,Scooter,0,Within SLA,Medium Distance
1318,279,332,Pending,23.2,23,22,4.82,Moped,1,Within SLA,Long Distance
1319,6,107,Cancelled,49.32,16,22,22.35,Electric Scooter,0,Within SLA,Long Distance
1320,23,31,Cancelled,15.58,45,27,11.21,Scooter,18,Breached,Medium Distance
1321,76,136,Delivered,4.96,43,63,49.29,Scooter,0,Within SLA,Short Distance
1322,359,328,Cancelled,37.05,56,55,16.86,Scooter,1,Within SLA,Long Distance
1323,142,99,Pending,45.27,39,22,26.6,Electric Bike,17,Breached,Long Distance
1324,1126,89,On the way,25.98,16,35,24.86,Scooter,0,Within SLA,Long Distance
1325,1214,290,On the way,15.1,31,65,10.14,Electric Bike,0,Within SLA,Medium Distance
1326,385,249,Cancelled,15.09,22,27,18.71,Scooter,0,Within SLA,Medium Distance
1327,468,431,Pending,19.35,18,37,35.2,Motorcycle,0,Within SLA,Medium Distance
1328,264,88,Pending,29.09,29,56,36.01,Scooter,0,Within SLA,Long Distance
1329,502,344,On the way,35.02,58,62,19.96,Electric Scooter,0,Within SLA,Long Distance
1330,293,313,Cancelled,10.12,38,58,9.7,Scooter,0,Within SLA,Medium Distance
1331,1138,492,Delivered,26.36,32,29,27.42,Motorcycle,3,Within SLA,Long Distance
1332,499,301,Pending,41.05,30,51,44.04,Scooter,0,Within SLA,Long Distance
1333,1016,33,On the way,25.01,26,68,22.36,Electric Bike,0,Within SLA,Long Distance
1334,467,353,Pending,15.43,59,47,30.45,Bike,12,Breached,Medium Distance
1335,922,147,On the way,28.01,32,24,36.27,Bike,8,Breached,Long Distance
1336,779,151,Delivered,38.27,36,44,12.11,Motorcycle,0,Within SLA,Long Distance
1337,458,205,Pending,5.75,30,21,0.85,Scooter,9,Breached,Medium Distance
1338,1421,56,On the way,19.14,18,41,1.63,Electric Scooter,0,Within SLA,Medium Distance
1339,399,437,Pending,10.89,54,37,2.36,Scooter,17,Breached,Medium Distance
1340,233,500,Delivered,5.57,47,35,27.78,Moped,12,Breached,Medium Distance
1341,444,261,Pending,16.04,59,23,29.31,Motorcycle,36,Breached,Medium Distance
1342,54,36,Cancelled,32.14,43,49,13.52,Bike,0,Within SLA,Long Distance
1343,619,327,On the way,48.01,29,68,29.37,Electric Scooter,0,Within SLA,Long Distance
1344,1189,36,Pending,7.28,55,50,25.99,Moped,5,Within SLA,Medium Distance
1345,139,471,On the way,38.77,46,48,11.74,Electric Scooter,0,Within SLA,Long Distance
1346,58,176,Cancelled,10.86,43,40,32.15,Bike,3,Within SLA,Medium Distance
1347,339,317,Cancelled,35.98,28,70,3.33,Bike,0,Within SLA,Long Distance
1348,114,94,Cancelled,33.86,21,46,33.44,Scooter,0,Within SLA,Long Distance
1349,104,410,Delivered,1.16,37,35,8.26,Electric Scooter,2,Within SLA,Short Distance
1350,457,327,Cancelled,4.9,41,38,8.28,Motorcycle,3,Within SLA,Short Distance
1351,623,113,Delivered,12.31,20,25,49.32,Electric Scooter,0,Within SLA,Medium Distance
1352,130,123,On the way,43.54,57,43,5.03,Scooter,14,Breached,Long Distance
1353,1209,481,Cancelled,47.26,35,69,27.97,Electric Scooter,0,Within SLA,Long Distance
1354,225,289,On the way,32.92,23,36,3.06,Moped,0,Within SLA,Long Distance
1355,805,14,Delivered,44.29,52,56,17.01,Scooter,0,Within SLA,Long Distance
1356,494,353,Cancelled,12.82,36,57,24.95,Moped,0,Within SLA,Medium Distance
1357,787,282,Pending,41.94,17,41,46.75,Motorcycle,0,Within SLA,Long Distance
1358,1266,191,Delivered,38.33,46,46,10.03,Moped,0,Within SLA,Long Distance
1359,1059,273,On the way,26.56,56,55,48.33,Motorcycle,1,Within SLA,Long Distance
1360,1127,235,On the way,17.52,37,68,8.77,Scooter,0,Within SLA,Medium Distance
1361,457,62,Pending,30.87,55,28,30.41,Bike,27,Breached,Long Distance
1362,994,255,On the way,31.83,34,49,15.72,Electric Scooter,0,Within SLA,Long Distance
1363,1087,401,Delivered,27.08,17,46,12.66,Electric Scooter,0,Within SLA,Long Distance
1364,955,299,Cancelled,40.96,26,29,0.71,Bike,0,Within SLA,Long Distance
1365,410,102,Pending,6.35,60,51,2.77,Moped,9,Breached,Medium Distance
1366,1479,390,Delivered,10.07,27,40,37.29,Moped,0,Within SLA,Medium Distance
1367,688,491,Pending,17.99,54,43,17.41,Motorcycle,11,Breached,Medium Distance
1368,26,460,On the way,34.16,56,24,7.82,Bike,32,Breached,Long Distance
1369,222,255,Cancelled,45.5,58,57,9.05,Bike,1,Within SLA,Long Distance
1370,669,219,Cancelled,25.19,42,23,6.22,Bike,19,Breached,Long Distance
1371,1075,228,Cancelled,2.95,19,38,43.37,Motorcycle,0,Within SLA,Short Distance
1372,279,331,On the way,46.8,36,60,24.55,Moped,0,Within SLA,Long Distance
1373,1108,267,Cancelled,15.17,27,62,44.77,Scooter,0,Within SLA,Medium Distance
1374,870,253,Pending,12.51,38,58,46.83,Motorcycle,0,Within SLA,Medium Distance
1375,232,469,Cancelled,32.02,29,24,2.17,Scooter,5,Within SLA,Long Distance
1376,164,394,On the way,36.38,54,45,17.49,Electric Bike,9,Breached,Long Distance
1377,210,76,On the way,12.02,36,60,49.7,Scooter,0,Within SLA,Medium Distance
1378,1118,372,Delivered,22.79,41,22,6.3,Moped,19,Breached,Long Distance
1379,1081,123,Delivered,15.33,53,54,31.35,Electric Bike,0,Within SLA,Medium Distance
1380,1293,327,Delivered,6.33,24,27,6.5,Bike,0,Within SLA,Medium Distance
1381,477,370,Cancelled,3.38,48,34,38.23,Bike,14,Breached,Short Distance
1382,336,243,Pending,19.86,48,42,14.2,Scooter,6,Breached,Medium Distance
1383,1408,34,Cancelled,2.56,41,55,42.7,Scooter,0,Within SLA,Short Distance
1384,1163,374,Delivered,32.55,52,55,18.25,Scooter,0,Within SLA,Long Distance
1385,1485,122,On the way,24.12,42,35,9.59,Motorcycle,7,Breached,Long Distance
1386,612,147,Delivered,45.84,41,41,3.53,Electric Bike,0,Within SLA,Long Distance
1387,277,223,Cancelled,35.56,15,70,9.02,Moped,0,Within SLA,Long Distance
1388,610,207,Delivered,13.92,44,49,11.04,Electric Scooter,0,Within SLA,Medium Distance
1389,698,383,Cancelled,1.91,38,43,21.03,Electric Bike,0,Within SLA,Short Distance
1390,1230,66,On the way,34.16,24,41,1.72,Electric Bike,0,Within SLA,Long Distance
1391,37,459,Pending,37.71,60,43,48.05,Electric Scooter,17,Breached,Long Distance
1392,175,345,On the way,32.54,47,57,5.83,Scooter,0,Within SLA,Long Distance
1393,655,432,Pending,14.15,56,49,32.19,Motorcycle,7,Breached,Medium Distance
1394,1487,322,Cancelled,23.12,37,41,29.37,Electric Scooter,0,Within SLA,Long Distance
1395,1196,56,Delivered,25.96,17,58,42.28,Electric Scooter,0,Within SLA,Long Distance
1396,1260,194,On the way,11.17,35,26,16.29,Scooter,9,Breached,Medium Distance
1397,934,60,Delivered,37.07,40,37,48.41,Electric Scooter,3,Within SLA,Long Distance
1398,814,9,On the way,8.57,44,57,0.53,Electric Scooter,0,Within SLA,Medium Distance
1399,956,441,Delivered,6.51,58,28,43.63,Moped,30,Breached,Medium Distance
1400,309,303,Delivered,49.19,22,43,6.79,Moped,0,Within SLA,Long Distance
1401,1394,344,Cancelled,45.31,32,48,38.34,Electric Scooter,0,Within SLA,Long Distance
1402,779,74,Cancelled,23.9,26,44,29.95,Electric Bike,0,Within SLA,Long Distance
1403,177,94,Cancelled,7.62,44,35,20.32,Moped,9,Breached,Medium Distance
1404,1024,306,On the way,12.26,46,54,8.5,Bike,0,Within SLA,Medium Distance
1405,1010,425,Cancelled,34.53,42,43,38.16,Bike,0,Within SLA,Long Distance
1406,1038,7,Pending,20.87,53,48,45.16,Moped,5,Within SLA,Long Distance
1407,1055,255,On the way,9.58,15,32,22.61,Scooter,0,Within SLA,Medium Distance
1408,1239,499,On the way,38.99,23,34,11.22,Electric Bike,0,Within SLA,Long Distance
1409,827,274,On the way,30.29,35,41,17.95,Moped,0,Within SLA,Long Distance
1410,1144,29,On the way,32.72,36,37,14.26,Electric Scooter,0,Within SLA,Long Distance
1411,1496,100,On the way,22.76,34,35,33.5,Electric Scooter,0,Within SLA,Long Distance
1412,585,102,Cancelled,46.65,19,26,4.82,Scooter,0,Within SLA,Long Distance
1413,1096,81,On the way,4.8,32,33,27.99,Moped,0,Within SLA,Short Distance
1414,551,145,Delivered,27.57,41,20,26.15,Moped,21,Breached,Long Distance
1415,1349,78,On the way,35.07,29,48,42.65,Bike,0,Within SLA,Long Distance
1416,136,314,Cancelled,1.98,22,30,40.91,Electric Bike,0,Within SLA,Short Distance
1417,850,40,Delivered,3.23,43,65,24.2,Motorcycle,0,Within SLA,Short Distance
1418,1451,174,On the way,49.85,56,57,25.86,Bike,0,Within SLA,Long Distance
1419,268,438,Pending,37.75,50,55,23.56,Bike,0,Within SLA,Long Distance
1420,1098,40,Pending,38.38,56,31,23.07,Electric Scooter,25,Breached,Long Distance
1421,194,144,Delivered,24.54,22,61,13.54,Scooter,0,Within SLA,Long Distance
1422,1345,266,Delivered,14.62,36,34,23.48,Moped,2,Within SLA,Medium Distance
1423,322,199,Delivered,8.8,60,56,26.12,Bike,4,Within SLA,Medium Distance
1424,606,34,Pending,24.85,28,56,40.39,Motorcycle,0,Within SLA,Long Distance
1425,1237,78,Pending,41.23,59,49,19.96,Electric Scooter,10,Breached,Long Distance
1426,105,308,Pending,26.54,49,60,37.89,Bike,0,Within SLA,Long Distance
1427,289,213,Delivered,42.47,32,24,47.46,Scooter,8,Breached,Long Distance
1428,441,112,Delivered,21.82,20,28,5.83,Electric Bike,0,Within SLA,Long Distance
1429,564,5,Pending,9.22,25,30,43.67,Bike,0,Within SLA,Medium Distance
1430,219,31,On the way,16.2,47,37,24.9,Moped,10,Breached,Medium Distance
1431,1337,302,Delivered,2.13,27,63,44.29,Motorcycle,0,Within SLA,Short Distance
1432,1478,28,On the way,25.27,36,59,2.16,Electric Bike,0,Within SLA,Long Distance
1433,328,137,Cancelled,6.75,60,56,48.79,Electric Scooter,4,Within SLA,Medium Distance
1434,59,130,On the way,11.12,57,65,36.53,Scooter,0,Within SLA,Medium Distance
1435,172,137,Delivered,31.69,55,62,32.92,Electric Scooter,0,Within SLA,Long Distance
1436,1403,353,Cancelled,4.11,41,67,49.4,Electric Scooter,0,Within SLA,Short Distance
1437,1027,120,Cancelled,34.05,48,42,10.36,Motorcycle,6,Breached,Long Distance
1438,1173,254,Delivered,42.05,45,69,47.1,Moped,0,Within SLA,Long Distance
1439,891,467,On the way,24.37,24,49,30.11,Electric Scooter,0,Within SLA,Long Distance
1440,422,32,Delivered,32.24,19,33,47.93,Electric Bike,0,Within SLA,Long Distance
1441,1269,5,On the way,13.02,37,24,47.55,Motorcycle,13,Breached,Medium Distance
1442,285,12,On the way,32.98,30,37,15.73,Electric Scooter,0,Within SLA,Long Distance
1443,765,246,Delivered,30.49,53,54,36.71,Motorcycle,0,Within SLA,Long Distance
1444,499,73,Cancelled,12.62,27,68,5.11,Moped,0,Within SLA,Medium Distance
1445,1302,286,Pending,35.58,22,57,33.49,Moped,0,Within SLA,Long Distance
1446,271,162,On the way,41.84,19,56,41.21,Motorcycle,0,Within SLA,Long Distance
1447,481,314,Pending,31.28,52,58,27.91,Bike,0,Within SLA,Long Distance
1448,997,337,On the way,37.43,23,61,41.93,Motorcycle,0,Within SLA,Long Distance
1449,995,382,Cancelled,33.7,37,34,16.54,Electric Bike,3,Within SLA,Long Distance
1450,1452,14,Pending,41.53,21,65,24.04,Moped,0,Within SLA,Long Distance
1451,1096,144,Pending,27.28,26,40,39.41,Bike,0,Within SLA,Long Distance
1452,276,310,On the way,22.94,22,67,39.04,Electric Bike,0,Within SLA,Long Distance
1453,1429,231,Delivered,39.65,55,20,20.17,Motorcycle,35,Breached,Long Distance
1454,1062,356,On the way,15.04,57,52,33.74,Electric Bike,5,Within SLA,Medium Distance
1455,81,431,Cancelled,37.09,51,21,5.12,Moped,30,Breached,Long Distance
1456,258,355,On the way,40.12,60,21,22.39,Electric Scooter,39,Breached,Long Distance
1457,484,98,Delivered,33.13,25,22,21.76,Moped,3,Within SLA,Long Distance
1458,1200,234,Cancelled,12.21,57,20,19,Moped,37,Breached,Medium Distance
1459,491,300,Pending,6.33,24,24,17.31,Electric Bike,0,Within SLA,Medium Distance
1460,1264,267,On the way,18.22,28,53,1.95,Moped,0,Within SLA,Medium Distance
1461,764,194,Delivered,20.94,20,45,49.22,Motorcycle,0,Within SLA,Long Distance
1462,395,121,Pending,40.1,23,29,0.09,Scooter,0,Within SLA,Long Distance
1463,297,35,On the way,7.23,40,50,13.74,Moped,0,Within SLA,Medium Distance
1464,483,424,Delivered,13.41,18,47,3.42,Scooter,0,Within SLA,Medium Distance
1465,529,2,Pending,30.02,47,69,2.81,Bike,0,Within SLA,Long Distance
1466,117,247,Cancelled,39.25,58,43,3.84,Moped,15,Breached,Long Distance
1467,172,401,Cancelled,21.41,41,41,27.85,Electric Bike,0,Within SLA,Long Distance
1468,1486,101,Delivered,12.78,20,70,46.1,Electric Bike,0,Within SLA,Medium Distance
1469,561,462,Cancelled,30.54,18,47,13.65,Electric Scooter,0,Within SLA,Long Distance
1470,967,327,Cancelled,49.64,27,49,43.19,Moped,0,Within SLA,Long Distance
1471,1381,259,Delivered,32.1,28,29,31.36,Motorcycle,0,Within SLA,Long Distance
1472,751,181,On the way,4.38,46,36,10.89,Scooter,10,Breached,Short Distance
1473,1437,260,Delivered,47.3,40,58,36.98,Electric Scooter,0,Within SLA,Long Distance
1474,834,217,On the way,23.06,46,46,32.01,Bike,0,Within SLA,Long Distance
1475,1141,78,Delivered,2.23,31,41,45.49,Bike,0,Within SLA,Short Distance
1476,1497,101,On the way,15.26,30,44,11.5,Moped,0,Within SLA,Medium Distance
1477,1155,365,Delivered,5.87,34,66,38,Moped,0,Within SLA,Medium Distance
1478,1053,302,Pending,23.29,42,43,36.39,Moped,0,Within SLA,Long Distance
1479,595,86,Pending,45.71,47,42,10.18,Electric Bike,5,Within SLA,Long Distance
1480,785,304,Delivered,20.5,52,64,40.08,Motorcycle,0,Within SLA,Long Distance
1481,55,438,Cancelled,14.45,20,23,49.65,Electric Scooter,0,Within SLA,Medium Distance
1482,531,331,Pending,24.28,30,24,1.01,Electric Bike,6,Breached,Long Distance
1483,661,118,On the way,33.78,50,49,45.95,Scooter,1,Within SLA,Long Distance
1484,1144,271,Delivered,47.96,17,63,17.74,Scooter,0,Within SLA,Long Distance
1485,1277,493,Pending,32.78,26,21,24.05,Electric Scooter,5,Within SLA,Long Distance
1486,472,42,On the way,41.71,42,41,38.57,Moped,1,Within SLA,Long Distance
1487,688,351,On the way,46.96,18,23,24.45,Electric Scooter,0,Within SLA,Long Distance
1488,892,155,Delivered,1.52,42,40,43.21,Electric Bike,2,Within SLA,Short Distance
1489,1341,99,Delivered,20.91,56,23,20.81,Moped,33,Breached,Long Distance
1490,1230,91,Cancelled,37.04,40,59,24.93,Scooter,0,Within SLA,Long Distance
1491,1438,98,Cancelled,45.32,51,62,12,Bike,0,Within SLA,Long Distance
1492,355,109,Delivered,28.13,54,21,41.58,Electric Scooter,33,Breached,Long Distance
1493,1101,470,Cancelled,34.07,18,69,48.55,Motorcycle,0,Within SLA,Long Distance
1494,1478,409,Cancelled,24.82,43,69,8.98,Electric Bike,0,Within SLA,Long Distance
1495,1185,215,Delivered,7.48,48,65,42.23,Motorcycle,0,Within SLA,Medium Distance
1496,1469,160,On the way,44.29,21,27,24.76,Bike,0,Within SLA,Long Distance
1497,486,400,Delivered,28.13,37,21,18.72,Electric Scooter,16,Breached,Long Distance
1498,565,22,Cancelled,5.47,56,59,11.47,Motorcycle,0,Within SLA,Medium Distance
1499,1130,173,Cancelled,8.78,37,41,38.49,Motorcycle,0,Within SLA,Medium Distance
1500,595,369,Pending,42.23,44,64,34.54,Motorcycle,0,Within SLA,Long Distance
