order_id,customer_id,restaurant_id,order_date,delivery_time,order_status,total_amount,payment_mode,feedback_rating,total_fulfillment_minutes,discount_applied
1059,119,64,12-12-2024 04:47,12-12-2024 05:54,Cancelled,699.47,UPI,2.18,67,20.21
1060,308,61,15-05-2025 19:17,15-05-2025 19:58,Pending,2139.04,Credit Card,2.9,41,45.36
1061,419,173,15-08-2023 10:00,15-08-2023 11:19,Pending,2683.75,UPI,4.79,79,9.07
1062,406,15,24-10-2024 01:17,24-10-2024 01:59,Cancelled,732.69,Credit Card,0.51,42,30.29
1063,101,33,09-05-2024 07:04,09-05-2024 08:18,Pending,243.21,Credit Card,4.84,74,6.49
1064,212,130,15-04-2024 09:13,15-04-2024 10:04,Cancelled,3506.68,Cash,1.46,51,39.44
1065,102,180,11-12-2023 13:08,11-12-2023 14:09,Pending,1682.54,UPI,1.66,61,2.38
1066,295,113,16-06-2024 18:12,16-06-2024 19:10,Pending,4023.82,Cash,3.47,58,16.37
1067,406,99,08-01-2024 02:53,08-01-2024 03:51,Pending,785.37,UPI,4.15,58,6.48
1068,132,155,12-08-2023 12:49,12-08-2023 13:29,Delivered,1895.41,UPI,4.16,40,24.04
1069,307,198,17-04-2025 14:54,17-04-2025 15:29,Pending,1184.9,Credit Card,1.72,35,14.02
1070,97,51,07-02-2024 23:31,08-02-2024 00:34,Pending,2176.08,Credit Card,4.82,63,34.95
1071,352,37,03-03-2025 18:04,03-03-2025 19:21,Delivered,4015.32,Cash,4.89,77,13.06
1072,109,99,29-10-2023 08:48,29-10-2023 10:08,Pending,1032.6,Cash,1.61,80,0.62
1073,369,109,12-08-2023 13:05,12-08-2023 13:38,Pending,4363.36,Cash,3.66,33,43.81
1074,143,49,19-12-2023 16:47,19-12-2023 18:16,Cancelled,305.18,Credit Card,3,89,47.12
1075,246,97,22-11-2023 19:25,22-11-2023 20:43,Delivered,4174.17,Credit Card,2.94,78,11.98
1076,240,109,08-03-2025 03:42,08-03-2025 04:19,Cancelled,2807.47,Cash,3.19,37,1.97
1077,252,48,29-04-2024 16:25,29-04-2024 17:26,Cancelled,1381.01,Cash,0.73,61,30.8
1078,173,43,11-11-2024 19:55,11-11-2024 21:19,Delivered,2658.95,Credit Card,4.93,84,37.46
1079,315,118,23-04-2024 15:32,23-04-2024 16:26,Delivered,3774.85,Credit Card,3.9,54,10.28
1080,465,1,19-11-2023 19:04,19-11-2023 19:54,Cancelled,4794.52,UPI,3.3,50,21.77
1081,61,28,22-07-2023 17:53,22-07-2023 18:35,Delivered,4010.5,Credit Card,2.59,42,4.43
1082,267,125,01-12-2023 00:39,01-12-2023 01:56,Delivered,3252.04,Credit Card,0.63,77,33.44
1083,209,43,14-05-2024 15:31,14-05-2024 16:03,Pending,2664.12,Credit Card,4.56,32,12.21
1084,118,115,16-09-2024 10:01,16-09-2024 11:19,Delivered,3089.75,UPI,3.45,78,20.05
1085,358,171,15-11-2023 19:51,15-11-2023 20:25,Pending,3233.54,UPI,2.27,34,44.79
1086,5,139,18-12-2023 06:13,18-12-2023 07:11,Cancelled,4737,Credit Card,2.71,58,29.17
1087,103,25,05-04-2025 17:08,05-04-2025 17:56,Delivered,2348.72,Credit Card,0.44,48,6.11
1088,411,51,25-03-2024 13:41,25-03-2024 14:11,Delivered,1640.89,Credit Card,4.5,30,4.22
1089,399,81,15-11-2024 12:33,15-11-2024 13:27,Cancelled,104.51,UPI,1.78,54,41.66
1090,382,46,23-09-2024 23:17,24-09-2024 00:27,Delivered,2115.41,UPI,2.98,70,47.79
1091,300,173,09-07-2024 21:10,09-07-2024 22:38,Delivered,1270.08,Cash,3.82,88,35.9
1092,226,95,30-07-2024 04:17,30-07-2024 05:31,Cancelled,456.94,UPI,0.36,74,32.22
1093,6,43,11-09-2024 22:25,11-09-2024 23:06,Pending,4322.58,UPI,2.86,41,4.49
1094,399,42,12-11-2024 18:04,12-11-2024 19:29,Delivered,64.32,Cash,4.52,85,23.31
1095,430,69,08-04-2025 08:17,08-04-2025 09:06,Pending,2716.24,UPI,0.58,49,14.35
1096,26,162,14-03-2024 00:08,14-03-2024 01:06,Delivered,1752.24,Cash,4.93,58,38.32
1097,275,200,25-02-2024 21:48,25-02-2024 22:34,Cancelled,4820.33,UPI,2.73,46,49.56
1098,241,76,23-07-2023 19:59,23-07-2023 20:54,Pending,3080.98,Cash,2.67,55,9.97
1099,143,64,20-12-2024 00:18,20-12-2024 01:00,Pending,1397.3,Credit Card,3.46,42,33.47
1100,344,133,06-03-2024 02:13,06-03-2024 03:32,Pending,547.77,UPI,0.58,79,2.24
1101,482,14,29-10-2023 01:00,29-10-2023 01:32,Cancelled,717.44,Cash,1.75,32,27.47
1102,19,33,12-01-2025 11:52,12-01-2025 13:08,Delivered,886.48,UPI,1.05,76,26.7
1103,283,154,22-07-2024 04:21,22-07-2024 05:48,Cancelled,3990.61,Cash,2.94,87,9.63
1104,440,199,01-04-2024 01:29,01-04-2024 02:27,Cancelled,4675.9,Cash,2,58,35.32
1105,489,76,14-01-2024 08:21,14-01-2024 08:57,Pending,2172.64,Credit Card,3.26,36,22.15
1106,79,146,30-12-2023 10:09,30-12-2023 11:13,Pending,2130.95,Credit Card,3.55,64,26.27
1107,404,25,26-01-2025 08:35,26-01-2025 09:12,Pending,1773.86,UPI,1.95,37,41.92
1108,1,104,14-01-2025 17:58,14-01-2025 18:53,Delivered,2816.2,Cash,0.14,55,6.28
1109,443,109,23-12-2024 11:14,23-12-2024 11:44,Cancelled,947.86,Cash,3.74,30,14.54
1110,78,183,19-02-2025 17:43,19-02-2025 19:03,Pending,4850.84,Cash,4.52,80,15.45
1111,292,108,18-12-2023 05:27,18-12-2023 05:59,Pending,1549.16,Cash,3.4,32,37.99
1112,134,7,17-12-2023 20:21,17-12-2023 21:22,Pending,678.72,UPI,1.79,61,6.32
1113,55,149,30-05-2025 21:15,30-05-2025 22:35,Pending,1669.47,Cash,3.34,80,15.69
1114,104,153,22-02-2025 01:17,22-02-2025 02:22,Delivered,2125.02,UPI,4.18,65,8.18
1115,320,173,15-10-2023 09:03,15-10-2023 09:43,Delivered,423.66,Cash,2.87,40,32.38
1116,366,32,15-04-2025 21:09,15-04-2025 21:55,Cancelled,2024.73,UPI,3.43,46,7.02
1117,215,116,17-02-2025 04:49,17-02-2025 05:54,Delivered,246.55,UPI,4.43,65,13.45
1118,431,33,02-05-2024 07:02,02-05-2024 07:40,Pending,396.92,Cash,4.01,38,20.68
1119,100,198,24-12-2024 20:17,24-12-2024 21:45,Cancelled,2138.89,Cash,1.4,88,31.41
1120,155,96,24-07-2024 07:03,24-07-2024 08:05,Pending,2762.77,UPI,1.89,62,46.78
1121,452,29,25-05-2025 15:01,25-05-2025 16:20,Pending,4223.6,UPI,3.17,79,30.09
1122,114,23,04-08-2024 06:14,04-08-2024 06:53,Cancelled,3991.18,Credit Card,1.35,39,20.66
1123,408,193,21-04-2024 18:20,21-04-2024 19:08,Cancelled,4630,Credit Card,3.8,48,20.54
1124,259,86,16-01-2024 11:30,16-01-2024 12:30,Pending,4308.17,Cash,0.4,60,11.87
1125,448,118,29-08-2024 00:48,29-08-2024 01:33,Delivered,4484.25,UPI,2.44,45,13.79
1126,178,6,25-02-2025 22:06,25-02-2025 23:28,Delivered,853.89,Cash,2.3,82,22.86
1127,333,43,22-01-2025 21:20,22-01-2025 22:18,Delivered,3621.41,Credit Card,0.22,58,45.82
1128,487,161,01-08-2023 17:10,01-08-2023 17:58,Delivered,96.13,Credit Card,4.73,48,43.03
1129,8,176,26-10-2024 21:40,26-10-2024 23:00,Cancelled,4159.58,UPI,4.49,80,49.9
1130,134,96,12-02-2024 18:46,12-02-2024 19:34,Cancelled,1021.76,UPI,4.65,48,3.34
1131,399,21,11-03-2025 20:24,11-03-2025 21:23,Cancelled,4276.13,Cash,2,59,42.13
1132,62,153,25-04-2025 01:24,25-04-2025 02:14,Pending,178.75,UPI,4.34,50,39.84
1133,100,3,20-05-2025 01:21,20-05-2025 02:14,Pending,1829.18,Cash,3.77,53,27.2
1134,476,11,22-12-2024 23:14,23-12-2024 00:07,Cancelled,4617.73,Cash,0.04,53,11.51
1135,178,44,16-12-2023 18:48,16-12-2023 19:18,Cancelled,4237.09,Credit Card,2.09,30,36.95
1136,179,93,25-08-2024 10:50,25-08-2024 11:32,Pending,3942.72,Cash,2.28,42,40.13
1137,143,25,15-05-2025 11:16,15-05-2025 12:04,Cancelled,3696.76,Credit Card,4.63,48,10.33
1138,185,134,10-07-2025 18:09,10-07-2025 19:21,Cancelled,4616.75,Cash,0.17,72,38.12
1139,197,2,18-09-2023 14:04,18-09-2023 14:52,Cancelled,704.53,Cash,3.92,48,17.5
1140,132,41,31-01-2025 07:01,31-01-2025 08:15,Cancelled,3634,Credit Card,2.31,74,6.02
1141,130,187,06-02-2025 09:19,06-02-2025 10:12,Pending,322.77,Credit Card,3.21,53,33.74
1142,242,106,19-07-2024 16:16,19-07-2024 17:20,Pending,3723.71,Credit Card,4.56,64,6.27
1143,140,190,17-07-2024 19:00,17-07-2024 20:24,Delivered,1575.58,Cash,3.61,84,7.1
1144,401,32,25-02-2024 17:01,25-02-2024 18:04,Cancelled,2824.37,UPI,3.07,63,8.06
1145,479,160,17-06-2024 15:34,17-06-2024 16:36,Pending,198.71,UPI,1.8,62,28.23
1146,458,178,12-10-2023 00:48,12-10-2023 01:33,Pending,1823.07,Credit Card,3.11,45,17.09
1147,116,180,01-06-2024 18:53,01-06-2024 19:35,Pending,4072.22,UPI,1.35,42,4.25
1148,459,198,17-12-2023 21:53,17-12-2023 23:09,Pending,882.65,Credit Card,2.1,76,7.07
1149,477,125,11-03-2024 01:59,11-03-2024 03:04,Pending,2733.63,UPI,3.32,65,45
1150,224,114,22-09-2024 18:29,22-09-2024 19:26,Pending,26.33,UPI,2.87,57,7.93
1151,432,180,25-02-2025 00:19,25-02-2025 01:42,Delivered,1340.68,Cash,4.26,83,19.27
1152,390,132,25-03-2024 10:09,25-03-2024 11:16,Delivered,624.14,Cash,0.28,67,38.19
1153,374,118,02-11-2024 07:26,02-11-2024 07:56,Delivered,3185.95,Credit Card,0.44,30,4.47
1154,132,110,18-10-2023 23:12,19-10-2023 00:02,Cancelled,4742.09,UPI,0.68,50,22.56
1155,298,126,08-10-2023 06:43,08-10-2023 07:22,Cancelled,4111.84,UPI,1.39,39,30.23
1156,19,134,15-03-2024 18:26,15-03-2024 19:14,Delivered,4871.11,UPI,0.11,48,21.52
1157,344,106,20-04-2025 10:26,20-04-2025 10:56,Pending,4885.68,Cash,1.19,30,4.46
1158,406,136,28-12-2024 23:45,29-12-2024 00:30,Delivered,3225.61,Credit Card,0.24,45,30.19
1159,49,32,26-08-2024 19:02,26-08-2024 20:11,Pending,979.92,UPI,4.66,69,36.48
1160,73,53,19-12-2024 13:01,19-12-2024 13:39,Pending,4143.86,Credit Card,4.45,38,13.22
1161,290,48,22-01-2025 11:11,22-01-2025 12:31,Cancelled,3011.21,UPI,4.6,80,2.26
1162,182,48,03-06-2025 21:27,03-06-2025 22:15,Delivered,41.16,Credit Card,2.55,48,23.73
1163,436,91,15-05-2025 01:01,15-05-2025 02:27,Delivered,2073.77,Credit Card,1.47,86,11.6
1164,190,51,29-07-2024 13:00,29-07-2024 14:07,Cancelled,682.9,UPI,0.92,67,27.32
1165,351,166,19-02-2024 18:49,19-02-2024 19:32,Cancelled,2417.45,UPI,4.64,43,40.03
1166,35,117,15-09-2024 15:54,15-09-2024 16:32,Delivered,438.73,Credit Card,4.74,38,7.37
1167,10,87,06-10-2024 02:09,06-10-2024 03:01,Cancelled,2024.48,Cash,3.25,52,34.61
1168,485,161,02-02-2024 14:47,02-02-2024 15:48,Cancelled,1833.07,UPI,4.21,61,29.3
1169,60,4,20-11-2024 22:47,20-11-2024 23:56,Cancelled,2911.44,UPI,3.34,69,27.63
1170,498,63,04-03-2025 11:41,04-03-2025 12:18,Cancelled,4492.07,Cash,3.69,37,40.7
1171,176,132,18-06-2024 17:49,18-06-2024 19:03,Delivered,3786.31,UPI,4.11,74,43.33
1172,489,39,15-05-2025 18:24,15-05-2025 19:40,Cancelled,3456.02,Credit Card,2.62,76,13.02
1173,216,190,10-05-2025 09:22,10-05-2025 10:40,Cancelled,3441.52,Credit Card,4.2,78,9.71
1174,180,197,14-06-2024 19:47,14-06-2024 20:34,Delivered,2585.08,Cash,1.91,47,34.1
1175,9,144,09-07-2024 12:23,09-07-2024 12:56,Cancelled,608.51,UPI,0.82,33,18.43
1176,84,95,12-11-2023 23:34,13-11-2023 00:52,Pending,4143.46,Credit Card,2.3,78,8.61
1177,264,45,14-11-2024 01:34,14-11-2024 02:26,Pending,3048.53,Credit Card,4.04,52,18.8
1178,390,94,26-06-2025 09:45,26-06-2025 10:35,Delivered,4278.08,Cash,0.3,50,0.65
1179,230,106,13-08-2023 19:25,13-08-2023 20:14,Pending,565.09,Credit Card,2.26,49,6.8
1180,438,111,13-04-2024 10:46,13-04-2024 11:48,Cancelled,1674.6,UPI,4.95,62,37.49
1181,341,127,26-10-2024 11:05,26-10-2024 12:20,Pending,1619.69,UPI,0.75,75,40.82
1182,28,155,12-07-2025 11:52,12-07-2025 12:40,Pending,3930.71,Credit Card,4.36,48,13.42
1183,93,50,21-11-2023 22:15,21-11-2023 23:30,Delivered,1588.71,UPI,3.94,75,27.24
1184,266,101,12-10-2024 08:11,12-10-2024 09:34,Pending,1845.52,UPI,2.25,83,1.6
1185,88,79,22-04-2025 17:42,22-04-2025 19:07,Pending,4189.26,Credit Card,3.25,85,38.89
1186,267,7,23-08-2023 21:55,23-08-2023 23:21,Cancelled,3407.73,Cash,4.01,86,15.01
1187,483,178,10-08-2024 01:46,10-08-2024 02:52,Pending,1942.09,Cash,1.21,66,18.25
1188,11,193,11-12-2023 00:34,11-12-2023 01:50,Pending,365.48,Cash,3.38,76,12.89
1189,463,11,04-01-2024 13:28,04-01-2024 14:07,Delivered,2900.21,UPI,1.64,39,43.12
1190,487,61,31-05-2024 01:30,31-05-2024 02:34,Cancelled,4205.34,Credit Card,2.81,64,20.7
1191,349,147,05-09-2024 13:08,05-09-2024 14:03,Pending,2725.73,Cash,4.84,55,46.35
1192,287,94,03-05-2025 17:58,03-05-2025 19:10,Cancelled,4904.7,Credit Card,0.51,72,16.36
1193,292,168,13-08-2024 12:32,13-08-2024 13:07,Cancelled,4767.05,Cash,3.25,35,37.28
1194,279,17,04-01-2024 06:02,04-01-2024 06:53,Pending,589.4,Credit Card,4.14,51,36.47
1195,172,153,16-03-2024 02:00,16-03-2024 03:15,Pending,2489.33,UPI,2.81,75,6.54
1196,366,155,17-08-2023 05:43,17-08-2023 06:30,Delivered,720.85,Credit Card,3.58,47,6.49
1197,433,140,13-12-2023 21:30,13-12-2023 22:54,Delivered,1387.27,UPI,1.88,84,6.16
1198,395,115,13-07-2024 04:16,13-07-2024 04:46,Delivered,3972.06,Cash,2.67,30,23.53
1199,193,152,15-12-2023 23:13,16-12-2023 00:25,Pending,1603.04,Cash,0.95,72,13.57
1200,174,56,22-07-2023 08:23,22-07-2023 08:58,Cancelled,1179.71,Cash,4.7,35,4.54
1201,340,55,17-12-2023 08:55,17-12-2023 09:51,Pending,4396.75,UPI,4.96,56,40.59
1202,440,133,05-07-2025 14:39,05-07-2025 15:26,Cancelled,3281.52,UPI,3.38,47,42.75
1203,20,39,12-01-2025 11:25,12-01-2025 12:43,Cancelled,2516.72,Credit Card,2.38,78,16.66
1204,160,113,19-01-2025 09:16,19-01-2025 10:22,Delivered,4757.05,Cash,1.66,66,13.06
1205,122,124,01-09-2023 23:51,02-09-2023 00:33,Pending,4087.93,Credit Card,4.09,42,40.86
1206,373,198,20-08-2023 00:14,20-08-2023 00:59,Delivered,1378.47,Cash,2.49,45,27.88
1207,256,98,08-11-2023 18:05,08-11-2023 18:52,Cancelled,617.8,UPI,4.4,47,29.14
1208,41,136,15-02-2025 04:52,15-02-2025 05:38,Delivered,3702.06,Credit Card,4.93,46,6.56
1209,286,39,11-02-2025 13:01,11-02-2025 13:33,Pending,2801.3,UPI,2.97,32,33.99
1210,39,87,30-10-2023 08:14,30-10-2023 09:13,Cancelled,4743.99,Credit Card,2,59,3.3
1211,13,188,29-10-2024 03:46,29-10-2024 04:33,Cancelled,3930.35,Credit Card,1.68,47,39.01
1212,179,6,09-10-2023 03:36,09-10-2023 04:41,Delivered,1161.9,Credit Card,2.44,65,42.21
1213,26,75,27-01-2024 11:31,27-01-2024 12:49,Cancelled,3044.54,Credit Card,0.47,78,46.17
1214,357,55,10-03-2024 00:42,10-03-2024 02:09,Delivered,899.15,Cash,2.25,87,29.8
1215,13,43,02-12-2024 19:20,02-12-2024 20:43,Cancelled,58.9,Credit Card,1.82,83,20.1
1216,56,35,12-12-2024 00:27,12-12-2024 01:29,Delivered,1959.2,Credit Card,3.98,62,45.11
1217,440,133,26-02-2024 10:01,26-02-2024 11:18,Cancelled,1436.36,Credit Card,0.02,77,48.43
1218,442,141,11-06-2025 23:56,12-06-2025 00:35,Pending,2172.29,Credit Card,0.02,39,21.06
1219,362,149,25-06-2024 15:23,25-06-2024 15:59,Cancelled,3625.28,UPI,1.38,36,49.94
1220,34,198,06-08-2023 22:18,06-08-2023 22:56,Delivered,4823.18,UPI,3.26,38,1.77
1221,356,188,24-04-2025 07:45,24-04-2025 08:36,Cancelled,1740.65,UPI,2.64,51,1.16
1222,205,196,14-12-2024 00:44,14-12-2024 01:51,Pending,1733.89,UPI,2.27,67,11.47
1223,460,152,09-07-2025 05:27,09-07-2025 06:36,Delivered,2749.48,UPI,4.91,69,44.94
1224,371,12,28-10-2024 01:45,28-10-2024 02:54,Delivered,3678.17,Cash,0.51,69,36.23
1225,107,17,02-08-2024 04:25,02-08-2024 04:58,Cancelled,2012.51,UPI,2.33,33,1.74
1226,81,62,01-12-2024 04:34,01-12-2024 05:57,Pending,3217.67,UPI,3.11,83,47.17
1227,23,172,11-11-2024 18:10,11-11-2024 18:56,Delivered,1353.81,UPI,3.33,46,40.45
1228,25,121,28-02-2025 23:03,01-03-2025 00:06,Cancelled,2758.14,Credit Card,4.1,63,23.83
1229,169,181,11-01-2024 09:54,11-01-2024 10:53,Cancelled,3121.54,UPI,4.82,59,48.81
1230,261,84,19-06-2025 07:19,19-06-2025 08:22,Delivered,2879.28,Cash,0.09,63,19.84
1231,98,114,09-03-2024 07:38,09-03-2024 08:16,Delivered,2837.88,Credit Card,2.97,38,43.52
1232,325,124,09-05-2024 07:05,09-05-2024 08:35,Cancelled,2544.53,UPI,2.48,90,43.29
1233,111,146,06-09-2023 06:22,06-09-2023 07:45,Delivered,1782.57,Credit Card,1.21,83,32.05
1234,406,32,26-06-2025 14:07,26-06-2025 14:50,Pending,3270.01,Credit Card,0.74,43,36.74
1235,490,194,03-04-2025 16:48,03-04-2025 17:58,Cancelled,2536.96,UPI,0.18,70,7.91
1236,339,134,22-12-2024 21:55,22-12-2024 23:06,Cancelled,1104.45,Credit Card,0.33,71,9.75
1237,210,162,06-09-2024 08:11,06-09-2024 08:54,Cancelled,3178.06,Credit Card,4.91,43,36.85
1238,367,53,26-05-2024 08:47,26-05-2024 09:33,Pending,3072.88,Cash,3.5,46,5.39
1239,432,187,25-06-2025 09:48,25-06-2025 10:49,Delivered,4373.12,Credit Card,2.2,61,23.74
1240,437,169,20-11-2024 11:27,20-11-2024 12:28,Delivered,4635.01,Cash,4.2,61,28.68
1241,309,125,13-09-2024 21:57,13-09-2024 22:53,Delivered,2243.41,UPI,4.34,56,23.62
1242,118,63,25-05-2024 23:18,26-05-2024 00:38,Delivered,4896.47,Credit Card,0.13,80,36.88
1243,236,51,21-01-2024 15:30,21-01-2024 16:29,Pending,2354.65,Credit Card,1.11,59,37.27
1244,239,38,18-08-2023 10:13,18-08-2023 11:22,Delivered,3961.7,UPI,1.59,69,35.33
1245,123,107,12-11-2023 19:07,12-11-2023 20:15,Delivered,3692.88,UPI,4.14,68,15.21
1246,188,53,06-06-2025 01:33,06-06-2025 02:10,Pending,569.73,Credit Card,2.88,37,26.53
1247,178,39,21-03-2025 19:54,21-03-2025 20:35,Cancelled,676.82,Credit Card,4.13,41,32.46
1248,348,185,27-10-2023 12:29,27-10-2023 13:52,Delivered,1217.57,UPI,2.22,83,14.7
1249,320,57,02-05-2025 09:34,02-05-2025 10:56,Cancelled,2901.12,Cash,3.38,82,30.33
1250,194,106,11-07-2024 22:02,11-07-2024 22:45,Delivered,219.47,Cash,2.25,43,36.43
1251,308,100,04-04-2024 12:07,04-04-2024 12:50,Pending,4147.15,UPI,1.6,43,44.27
1252,267,190,16-01-2024 02:08,16-01-2024 03:10,Delivered,2020.07,Credit Card,3.94,62,31.48
1253,411,140,02-08-2023 05:19,02-08-2023 06:13,Pending,2565.76,Cash,2.61,54,42.84
1254,465,176,03-01-2025 13:17,03-01-2025 14:02,Pending,2770.34,Credit Card,1.47,45,37.77
1255,304,93,22-05-2025 00:19,22-05-2025 01:02,Cancelled,57.07,UPI,3.92,43,28.37
1256,451,173,15-08-2024 14:26,15-08-2024 15:02,Delivered,397.94,Credit Card,2.09,36,24.2
1257,283,61,25-01-2025 19:03,25-01-2025 19:43,Delivered,1714.99,UPI,2.05,40,23.9
1258,355,45,03-01-2024 18:21,03-01-2024 19:21,Delivered,3659.09,UPI,0.78,60,5.08
1259,65,41,30-04-2024 18:38,30-04-2024 20:03,Pending,4448.26,Cash,4.33,85,17.43
1260,42,30,30-12-2024 13:09,30-12-2024 14:23,Pending,4909.15,UPI,3.2,74,38.2
1261,23,66,11-01-2025 03:42,11-01-2025 05:02,Pending,4732.44,UPI,1.37,80,31
1262,129,137,28-06-2025 00:06,28-06-2025 00:36,Cancelled,4807.79,Credit Card,4.09,30,35.87
1263,450,41,04-09-2023 13:58,04-09-2023 14:42,Cancelled,1878.1,Credit Card,0.8,44,29.6
1264,373,120,17-09-2023 11:10,17-09-2023 12:13,Pending,2657.84,Cash,4.13,63,36.64
1265,103,97,02-12-2024 17:23,02-12-2024 18:10,Delivered,2766.32,Credit Card,0.89,47,8.66
1266,443,155,20-06-2024 14:46,20-06-2024 15:54,Pending,3513.76,Credit Card,0.97,68,18.42
1267,463,38,09-04-2024 10:13,09-04-2024 11:41,Delivered,4265.59,Cash,3.12,88,32.71
1268,180,69,16-07-2023 06:00,16-07-2023 07:19,Pending,3766.64,Credit Card,4.57,79,16.6
1269,453,171,26-02-2024 22:52,26-02-2024 23:45,Cancelled,3282.77,Credit Card,1.37,53,39.07
1270,223,156,07-08-2023 07:15,07-08-2023 08:45,Delivered,1616.67,Credit Card,1.33,90,20.04
1271,127,178,09-07-2025 10:11,09-07-2025 11:36,Delivered,4945.92,UPI,3.08,85,48.85
1272,413,111,06-03-2025 14:22,06-03-2025 15:36,Delivered,1909.16,Credit Card,3.3,74,20.54
1273,269,155,20-11-2023 10:38,20-11-2023 11:57,Delivered,2146.03,Cash,4.32,79,10.23
1274,216,177,24-05-2024 00:10,24-05-2024 01:14,Cancelled,662.53,UPI,4.95,64,1.04
1275,239,152,19-09-2024 08:09,19-09-2024 08:53,Pending,3261.69,Credit Card,4.98,44,38.96
1276,260,33,16-12-2024 07:18,16-12-2024 08:28,Cancelled,4480.4,Cash,1.1,70,8.78
1277,12,23,06-10-2023 20:42,06-10-2023 21:54,Cancelled,2219.1,Cash,1.18,72,41.1
1278,148,101,12-07-2025 23:33,13-07-2025 00:14,Cancelled,4153.35,UPI,4.65,41,42.06
1279,286,48,22-03-2025 20:15,22-03-2025 21:04,Pending,827.27,UPI,0.01,49,16.49
1280,27,167,07-07-2025 19:12,07-07-2025 20:00,Cancelled,1392.7,Cash,4.22,48,5.39
1281,86,19,31-01-2024 04:47,31-01-2024 05:49,Delivered,4502.69,Credit Card,2.24,62,49.33
1282,430,32,17-12-2024 14:35,17-12-2024 15:15,Delivered,698.63,Credit Card,4.78,40,8.68
1283,456,65,25-01-2025 06:33,25-01-2025 07:08,Cancelled,934.65,Cash,1.08,35,46.31
1284,185,127,19-04-2025 14:21,19-04-2025 15:41,Delivered,2365.45,UPI,3.65,80,34.73
1285,164,109,25-01-2024 17:36,25-01-2024 18:50,Pending,783.91,Cash,3.47,74,21.25
1286,166,181,13-11-2024 10:10,13-11-2024 11:00,Pending,1974.33,UPI,1.78,50,18.05
1287,201,135,03-05-2025 13:38,03-05-2025 15:04,Cancelled,4507.38,Cash,1.8,86,15.53
1288,23,182,02-11-2024 00:52,02-11-2024 02:18,Delivered,405.85,Credit Card,1.58,86,34.35
1289,38,117,26-08-2024 02:02,26-08-2024 03:17,Delivered,4685.9,Cash,3.68,75,38.76
1290,280,135,26-10-2024 19:33,26-10-2024 20:16,Pending,3852.03,UPI,0.72,43,33.96
1291,269,111,25-08-2023 21:35,25-08-2023 23:02,Cancelled,4055.09,UPI,4.29,87,16.81
1292,215,138,06-08-2023 14:46,06-08-2023 15:32,Delivered,3932.47,Credit Card,1.36,46,37.26
1293,83,43,06-01-2025 06:27,06-01-2025 07:19,Pending,4359.53,Cash,2.91,52,1.78
1294,129,23,20-06-2024 17:04,20-06-2024 18:27,Delivered,739.1,Credit Card,2.22,83,31.53
1295,285,112,29-08-2024 17:53,29-08-2024 19:11,Cancelled,285.07,Credit Card,3.56,78,13.48
1296,282,8,10-12-2024 03:34,10-12-2024 04:28,Cancelled,4621.23,Cash,2.74,54,6.37
1297,179,52,09-09-2023 13:05,09-09-2023 13:49,Pending,4521.24,Credit Card,4.18,44,35.95
1298,379,12,06-07-2024 04:04,06-07-2024 04:57,Cancelled,329.77,Cash,1.55,53,0.79
1299,373,31,26-07-2023 10:02,26-07-2023 10:40,Delivered,2387.51,Cash,1.98,38,1.93
1300,247,40,31-12-2023 08:22,31-12-2023 09:31,Cancelled,1014.06,UPI,0.71,69,26.76
1301,30,28,29-04-2025 18:16,29-04-2025 18:55,Delivered,2984.28,Cash,4.21,39,45.25
1302,88,11,13-08-2023 01:30,13-08-2023 02:57,Pending,1587.59,UPI,3.7,87,11.55
1303,440,41,04-07-2024 09:32,04-07-2024 10:14,Pending,276.67,Credit Card,0.92,42,37.48
1304,158,103,04-07-2024 02:00,04-07-2024 03:02,Cancelled,2454.76,UPI,0.92,62,34.43
1305,345,81,12-09-2023 06:45,12-09-2023 07:39,Delivered,2362.83,UPI,2.73,54,45
1306,84,52,15-04-2024 00:42,15-04-2024 01:51,Cancelled,2689.21,Credit Card,4.15,69,38.42
1307,391,178,25-06-2024 13:49,25-06-2024 14:48,Delivered,4361.9,Credit Card,0.31,59,28.32
1308,140,3,23-06-2025 01:58,23-06-2025 02:36,Pending,3124.82,Credit Card,2.7,38,47.72
1309,205,189,28-06-2025 16:29,28-06-2025 17:07,Pending,2380.01,Credit Card,3.81,38,17.1
1310,252,122,12-03-2024 03:10,12-03-2024 04:27,Cancelled,3791.01,Cash,2.21,77,25.82
1311,100,100,24-10-2023 14:46,24-10-2023 15:47,Delivered,4297.41,Credit Card,1.11,61,11.25
1312,434,153,03-12-2023 13:17,03-12-2023 13:59,Delivered,3278.14,Cash,3.13,42,3.19
1313,225,188,04-11-2024 10:20,04-11-2024 11:49,Pending,3121.22,Credit Card,3.17,89,42.28
1314,395,121,14-11-2023 04:43,14-11-2023 05:23,Delivered,4725.04,Cash,0.66,40,16.52
1315,386,102,20-11-2023 23:27,21-11-2023 00:18,Pending,3015.45,Credit Card,1.32,51,46.51
1316,266,123,27-06-2025 20:18,27-06-2025 21:11,Pending,990.22,UPI,2.12,53,48.62
1317,301,97,07-05-2025 22:14,07-05-2025 23:41,Delivered,4466.98,Cash,2.6,87,36.11
1318,134,147,29-05-2025 03:38,29-05-2025 05:06,Delivered,1548.6,UPI,3.33,88,47.95
